     3.619017601         3.193616867         2.329804897
     6.292596817         7.950421333         2.314561129
     8.942810059        12.702633858         2.294156790
    11.567966461        17.455886841         2.275186539
    14.172437668        22.220169067         2.259443521
    16.761993408        26.997791290         2.244912624
    19.351829529        31.790315628         2.237180233
    21.955131531        36.608421326         2.246254921
    24.573366165        41.449726105         2.256485939
    27.210281372        46.301223755         2.267583370
    29.862575531        51.150753021         2.275188208
    32.529838562        55.983154297         2.293945789
    35.212024689        60.792263031         2.315244198
    37.906837463        65.581481934         2.332077980
     3.654766083         0.037545886         2.332077980
     6.382946968         1.642327547         2.325099230
     6.342143059         4.794922829         2.321707487
     9.063235283         6.396947861         2.311724424
     9.007492065         9.548900604         2.304734468
    11.722597122        11.149467468         2.291929007
    11.650298119        14.302304268         2.282704115
    14.357971191        15.907493591         2.267247677
    14.267152786        19.061504364         2.260734797
    16.960975647        20.673496246         2.241359949
    16.860300064        23.833660126         2.243336201
    19.544727325        25.456327438         2.220189571
    19.444816589        28.620786667         2.226987839
    22.125202179        30.258504868         2.207669497
    22.033466339        33.430519104         2.225454330
    24.712614059        35.079391479         2.213862181
    24.636924744        38.261951447         2.237278700
    27.317874908        39.924381256         2.233574867
    27.261524200        43.112705231         2.252910852
    29.949226379        44.777114868         2.248843908
    29.901536942        47.963195801         2.262239218
    32.597858429        49.621944427         2.265824318
    32.564079285        52.802982330         2.281488657
    35.271110535        54.448875427         2.292596817
    35.239562988        57.622566223         2.305214643
    37.957416534        59.252159119         2.314466715
    37.932529449        62.416416168         2.325099230
    40.657951355        64.034400940         2.329804897
    40.630458832        67.194198608         2.335801840
     9.149753571         0.098380305         2.315244198
     9.110832214         3.246009588         2.314466715
    11.837642670         4.851011276         2.304086208
    11.786462784         7.999965191         2.300396204
    14.509555817         9.608136177         2.283170700
    14.436714172        12.755687714         2.276062250
    17.147270203        14.368610382         2.252540350
    17.058368683        17.520915985         2.245175123
    19.752723694        19.139837265         2.218882561
    19.649131775        22.295408249         2.217988014
    22.330165863        23.927827835         2.191435337
    22.224914551        27.090139389         2.197104216
    24.900478363        28.735242844         2.176760435
    24.801797867        31.904327393         2.191621304
    27.476247787        33.562191010         2.181757927
    27.389692307        36.739261627         2.209466934
    30.069751740        38.409042358         2.207854748
    30.004360199        41.591869354         2.230436087
    32.692092896        43.261592865         2.230430126
    32.640075684        46.441993713         2.249457359
    35.341442108        48.099735260         2.257303476
    35.303619385        51.272823334         2.275985479
    38.015720367        52.919677734         2.288819075
    37.983985901        56.088169098         2.304086208
    40.710006714        57.717906952         2.311724424
    40.683158875        60.875453949         2.321707487
    43.413532257        62.493202209         2.323670864
    43.387771606        65.647125244         2.329564095
    46.118190765        67.256874084         2.323779821
    11.881025314         1.707076788         2.305214643
    14.613748550         3.321241856         2.292596817
    14.565767288         6.462742329         2.288819075
    17.291341782         8.076511383         2.269280910
    17.226442337        11.221454620         2.261087894
    19.938045502        12.839940071         2.234311819
    19.851123810        15.987986565         2.224550486
    22.547454834        17.616329193         2.195805788
    22.440650940        20.769292831         2.190622807
    25.123165131        22.408964157         2.162345409
    25.010826111        25.569198608         2.165041924
    27.684257507        27.222991943         2.140832901
    27.574848175        30.389987946         2.157831669
    30.247264862        32.056102753         2.147836208
    30.152853012        35.229507446         2.179266214
    32.831912994        36.905200958         2.180315018
    32.755355835        40.082069397         2.207588673
    35.446949005        41.753890991         2.212111473
    35.387889862        44.927143097         2.236920118
    38.092956543        46.587093353         2.245516300
    38.050498962        49.752376556         2.269280910
    40.767818451        51.395660400         2.283170700
    40.736648560        54.558017731         2.300396204
    43.467548370        56.190204620         2.304734468
    43.440673828        59.340614319         2.314561129
    46.176605225        60.960563660         2.312821388
    46.148193359        64.107421875         2.319641590
    48.885135651        65.718025208         2.312235594
    14.655659676         0.180090725         2.293945789
    17.392650604         1.799830556         2.281488657
    17.348037720         4.937422752         2.275985479
    20.077098846         6.556718826         2.257303476
